SITE,DATE_LOCAL,avg_temp
ABUR,2003-01-30,15.316944444444445
ABUR,2003-01-31,15.312013888888888
ABUR,2003-02-01,15.359097222222221
ABUR,2003-02-02,15.23236111111111
ABUR,2003-02-03,14.786805555555556
ABUR,2003-02-04,14.902291666666667
ABUR,2003-02-05,14.924444444444445
ABUR,2003-02-06,14.980277777777777
ABUR,2003-02-07,15.009791666666667
ABUR,2003-02-08,14.789097222222223
ABUR,2003-02-09,14.913194444444445
ABUR,2003-02-10,14.976458333333333
ABUR,2003-02-11,14.805972222222223
ABUR,2003-02-12,14.82375
ABUR,2003-02-13,14.91
ABUR,2003-02-14,14.969305555555556
ABUR,2003-02-15,15.07638888888889
ABUR,2003-02-16,15.100625
ABUR,2003-02-17,15.150972222222222
ABUR,2003-02-18,15.35375
ABUR,2003-02-19,15.297361111111112
ABUR,2003-02-20,14.475416666666668
ABUR,2003-02-21,14.605
ABUR,2003-02-22,14.720902777777779
ABUR,2003-02-23,14.924027777777779
ABUR,2003-02-24,15.0525
ABUR,2003-02-25,14.987708333333334
ABUR,2003-02-26,14.947847222222222
ABUR,2003-02-27,14.670694444444445
ABUR,2003-02-28,13.977847222222222
ABUR,2003-03-01,13.962916666666667
ABUR,2003-03-02,14.011041666666667
ABUR,2003-03-03,14.045902777777778
ABUR,2003-03-04,14.359444444444444
ABUR,2003-03-05,14.16909090909091
ABUR,2003-03-07,14.375833333333333
ABUR,2003-03-08,14.625902777777778
ABUR,2003-03-09,14.509930555555556
ABUR,2003-03-10,14.461909722222222
ABUR,2003-03-11,14.816840277777779
ABUR,2003-03-12,14.961840277777778
ABUR,2003-03-13,14.695520833333333
ABUR,2003-03-14,14.5346875
ABUR,2003-03-15,14.470138888888888
ABUR,2003-03-16,14.245659722222221
ABUR,2003-03-17,11.924305555555556
ABUR,2003-03-18,10.966944444444445
ABUR,2003-03-19,10.959027777777779
ABUR,2003-03-20,10.922291666666666
ABUR,2003-03-21,11.257604166666667
ABUR,2003-03-22,11.702465277777778
ABUR,2003-03-23,12.333194444444445
ABUR,2003-03-24,12.367638888888889
ABUR,2003-03-25,12.593958333333333
ABUR,2003-03-26,12.525659722222223
ABUR,2003-03-27,11.602569444444445
ABUR,2003-03-28,11.572986111111112
ABUR,2003-03-29,11.466111111111111
ABUR,2003-03-30,12.013402777777777
ABUR,2003-03-31,12.296423611111111
ABUR,2003-04-01,12.346458333333333
ABUR,2003-04-02,11.98486111111111
ABUR,2003-04-03,11.250659722222222
ABUR,2003-04-04,10.640173611111111
ABUR,2003-04-05,10.631631944444445
ABUR,2003-04-06,10.510833333333334
ABUR,2003-04-07,10.795555555555556
ABUR,2003-04-08,10.983229166666668
ABUR,2003-04-09,11.833159722222222
ABUR,2003-04-10,12.37125
ABUR,2003-04-11,13.352430555555555
ABUR,2003-04-12,13.23125
ABUR,2003-04-13,13.20732638888889
ABUR,2003-04-14,13.346319444444445
ABUR,2003-04-15,12.173645833333333
ABUR,2003-04-16,12.070868055555556
ABUR,2003-04-17,12.351284722222223
ABUR,2003-04-18,12.17986111111111
ABUR,2003-04-19,12.036944444444444
ABUR,2003-04-20,12.984826388888889
ABUR,2003-04-21,13.026875
ABUR,2003-04-22,11.223958333333334
ABUR,2003-04-23,11.314930555555556
ABUR,2003-04-24,12.021666666666667
ABUR,2003-04-25,12.085555555555555
ABUR,2003-04-26,11.668368055555556
ABUR,2003-04-27,12.163055555555555
ABUR,2003-04-28,11.950277777777778
ABUR,2003-04-29,11.628576388888888
ABUR,2003-04-30,10.817430555555555
ABUR,2003-05-01,11.360104166666666
ABUR,2003-05-02,11.716145833333334
ABUR,2003-05-03,12.370416666666666
ABUR,2003-05-04,12.158784722222222
ABUR,2003-05-05,11.801180555555556
ABUR,2003-05-06,12.882291666666667
ABUR,2003-05-07,12.61142361111111
ABUR,2003-05-08,11.620138888888889
ABUR,2003-05-09,10.672812500000001
ABUR,2003-05-10,10.59736111111111
ABUR,2003-05-11,10.845555555555556
ABUR,2003-05-12,11.177847222222223
ABUR,2003-05-13,11.595902777777777
ABUR,2003-05-14,11.640381944444444
ABUR,2003-05-15,11.638333333333334
ABUR,2003-05-16,12.096180555555556
ABUR,2003-05-17,12.468055555555555
ABUR,2003-05-18,12.6915625
ABUR,2003-05-19,12.153611111111111
ABUR,2003-05-20,12.726597222222223
ABUR,2003-05-21,13.01142361111111
ABUR,2003-05-22,13.203993055555555
ABUR,2003-05-23,13.005381944444444
ABUR,2003-05-24,12.425034722222222
ABUR,2003-05-25,13.359722222222222
ABUR,2003-05-26,13.698854166666667
ABUR,2003-05-27,13.885069444444445
ABUR,2003-05-28,14.088159722222223
ABUR,2003-05-29,14.48642361111111
ABUR,2003-05-30,14.456805555555555
ABUR,2003-05-31,14.547638888888889
ABUR,2003-06-01,14.841284722222222
ABUR,2003-06-02,14.502916666666666
ABUR,2003-06-03,14.648784722222222
ABUR,2003-06-04,14.728055555555555
ABUR,2003-06-05,14.55267361111111
ABUR,2003-06-06,14.213472222222222
ABUR,2003-06-07,14.008576388888889
ABUR,2003-06-08,14.134722222222223
ABUR,2003-06-09,14.362881944444444
ABUR,2003-06-10,14.40875
ABUR,2003-06-11,14.14670138888889
ABUR,2003-06-12,14.446145833333333
ABUR,2003-06-13,14.637361111111112
ABUR,2003-06-14,14.766909722222222
ABUR,2003-06-15,14.686979166666667
ABUR,2003-06-16,14.814965277777777
ABUR,2003-06-17,14.911805555555555
ABUR,2003-06-18,14.74642361111111
ABUR,2003-06-19,14.7378125
ABUR,2003-06-20,14.885937499999999
ABUR,2003-06-21,14.897013888888889
ABUR,2003-06-22,14.3634375
ABUR,2003-06-23,14.340034722222223
ABUR,2003-06-24,14.648020833333334
ABUR,2003-06-25,15.29861111111111
ABUR,2003-06-26,15.675
ABUR,2003-06-27,15.094791666666666
ABUR,2003-06-28,15.342916666666667
ABUR,2003-06-29,15.940625
ABUR,2003-06-30,16.5
ABUR,2003-07-01,15.368576388888888
ABUR,2003-07-02,15.53486111111111
ABUR,2003-07-03,14.400833333333333
ABUR,2003-07-04,13.537395833333333
ABUR,2003-07-05,13.368194444444445
ABUR,2003-07-06,13.873611111111112
ABUR,2003-07-07,14.197951388888889
ABUR,2003-07-08,14.042083333333334
ABUR,2003-07-09,13.989479166666667
ABUR,2003-07-10,14.686145833333333
ABUR,2003-07-11,15.032326388888889
ABUR,2003-07-12,15.654340277777779
ABUR,2003-07-13,16.481875
ABUR,2003-07-14,17.439618055555556
ABUR,2003-07-15,17.54340277777778
ABUR,2003-07-16,17.550104166666667
ABUR,2003-07-17,16.89142361111111
ABUR,2003-07-18,16.873958333333334
ABUR,2003-07-19,17.20375
ABUR,2003-07-20,16.945798611111112
ABUR,2003-07-21,17.3371875
ABUR,2003-07-22,17.320486111111112
ABUR,2003-07-23,17.19590277777778
ABUR,2003-07-24,17.369652777777777
ABUR,2003-07-25,17.134444444444444
ABUR,2003-07-26,16.43145833333333
ABUR,2003-07-27,15.202361111111111
ABUR,2003-07-28,15.19875
ABUR,2003-07-29,14.869027777777777
ABUR,2003-07-30,15.095590277777777
ABUR,2003-07-31,16.192743055555557
ABUR,2003-08-01,16.048368055555557
ABUR,2003-08-02,15.280590277777778
ABUR,2003-08-03,15.066041666666667
ABUR,2003-08-04,15.095173611111111
ABUR,2003-08-05,14.941805555555556
ABUR,2003-08-06,14.549375
ABUR,2003-08-07,14.081180555555555
ABUR,2003-08-08,14.203819444444445
ABUR,2003-08-09,14.06670138888889
ABUR,2003-08-10,14.405833333333334
ABUR,2003-08-11,14.416006944444444
ABUR,2003-08-12,14.557916666666667
ABUR,2003-08-13,14.96486111111111
ABUR,2003-08-14,14.373333333333333
ABUR,2003-08-15,14.5009375
ABUR,2003-08-16,14.198159722222222
ABUR,2003-08-17,13.968923611111112
ABUR,2003-08-18,13.520833333333334
ABUR,2003-08-19,13.36263888888889
ABUR,2003-08-20,13.300729166666667
ABUR,2003-08-21,12.832986111111111
ABUR,2003-08-22,12.936006944444445
ABUR,2003-08-23,13.413506944444444
ABUR,2003-08-24,13.7759375
ABUR,2003-08-25,13.363368055555556
ABUR,2003-08-26,13.116069868995634
ABUR,2003-08-28,13.283
ABUR,2003-08-29,14.566458333333333
ABUR,2003-08-30,14.138854166666667
ABUR,2003-08-31,13.345104166666667
ABUR,2003-09-01,13.414270833333333
ABUR,2003-09-02,13.864166666666666
ABUR,2003-09-03,13.327916666666667
ABUR,2003-09-04,13.38
ABUR,2003-09-05,13.214895833333333
ABUR,2003-09-06,13.653645833333334
ABUR,2003-09-07,15.174791666666666
ABUR,2003-09-08,15.441354166666667
ABUR,2003-09-09,16.601979166666666
ABUR,2003-09-10,17.065833333333334
ABUR,2003-09-11,16.349791666666665
ABUR,2003-09-12,16.8125
ABUR,2003-09-13,17.402083333333334
ABUR,2003-09-14,16.722708333333333
ABUR,2003-09-15,16.008229166666666
ABUR,2003-09-16,16.507708333333333
ABUR,2003-09-17,17.02875
ABUR,2003-09-18,16.739791666666665
ABUR,2003-09-19,16.880729166666665
ABUR,2003-09-20,16.1596875
ABUR,2003-09-21,15.9884375
ABUR,2003-09-22,16.2371875
ABUR,2003-09-23,15.5159375
ABUR,2003-09-24,15.840729166666666
ABUR,2003-09-25,15.333645833333334
ABUR,2003-09-26,15.30875
ABUR,2003-09-27,15.166145833333333
ABUR,2003-09-28,15.185208333333334
ABUR,2003-09-29,15.326041666666667
ABUR,2003-09-30,14.938229166666666
ABUR,2003-10-01,14.415520833333334
ABUR,2003-10-02,14.326666666666666
ABUR,2003-10-03,14.435833333333333
ABUR,2003-10-04,14.83375
ABUR,2003-10-05,15.459791666666666
ABUR,2003-10-06,15.515625
ABUR,2003-10-07,15.558541666666667
ABUR,2003-10-08,15.780833333333334
ABUR,2003-10-09,15.461666666666666
ABUR,2003-10-10,16.022395833333334
ABUR,2003-10-11,16.285520833333333
ABUR,2003-10-12,16.411145833333332
ABUR,2003-10-13,16.634375
ABUR,2003-10-14,17.405625
ABUR,2003-10-15,17.683020833333334
ABUR,2003-10-16,17.060104166666665
ABUR,2003-10-17,16.851979166666666
ABUR,2003-10-18,17.549166666666665
ABUR,2003-10-19,17.375625
ABUR,2003-10-20,17.0534375
ABUR,2003-10-21,17.406458333333333
ABUR,2003-10-22,16.948854166666667
ABUR,2003-10-23,16.865312499999998
ABUR,2003-10-24,17.218125
ABUR,2003-10-25,16.989583333333332
ABUR,2003-10-26,16.636195652173914
ABUR,2003-10-27,16.968958333333333
ABUR,2003-10-28,16.793125
ABUR,2003-10-29,17.116458333333334
ABUR,2003-10-30,17.000520833333333
ABUR,2003-10-31,17.283541666666668
ABUR,2003-11-01,17.468020833333334
ABUR,2003-11-02,17.3709375
ABUR,2003-11-03,17.23645833333333
ABUR,2003-11-04,16.869583333333335
ABUR,2003-11-05,16.663541666666667
ABUR,2003-11-06,16.78875
ABUR,2003-11-07,16.801666666666666
ABUR,2003-11-08,16.776145833333334
ABUR,2003-11-09,16.865520833333335
ABUR,2003-11-10,16.924166666666668
ABUR,2003-11-11,16.571666666666665
ABUR,2003-11-12,16.684166666666666
ABUR,2003-11-13,16.647395833333334
ABUR,2003-11-14,16.482708333333335
ABUR,2003-11-15,16.024375
ABUR,2003-11-16,14.960833333333333
ABUR,2003-11-17,15.459166666666667
ABUR,2003-11-18,15.724791666666667
ABUR,2003-11-19,15.892083333333334
ABUR,2003-11-20,15.646666666666667
ABUR,2003-11-21,15.649479166666667
ABUR,2003-11-22,15.5296875
ABUR,2003-11-23,15.473229166666666
ABUR,2003-11-24,15.202291666666667
ABUR,2003-11-25,15.1796875
ABUR,2003-11-26,14.929583333333333
ABUR,2003-11-27,14.880625
ABUR,2003-11-28,14.938020833333333
ABUR,2003-11-29,14.683958333333333
ABUR,2003-11-30,14.649375
ABUR,2003-12-01,14.608333333333333
ABUR,2003-12-02,14.656458333333333
ABUR,2003-12-03,14.5921875
ABUR,2003-12-04,14.571770833333334
ABUR,2003-12-05,14.941875
ABUR,2003-12-06,15.003125
ABUR,2003-12-07,14.899583333333334
ABUR,2003-12-08,14.513333333333334
ABUR,2003-12-09,14.441770833333333
ABUR,2003-12-10,14.665520833333334
ABUR,2003-12-11,14.341145833333332
ABUR,2003-12-12,13.69125
ABUR,2003-12-13,13.965
ABUR,2003-12-14,14.140208333333334
ABUR,2003-12-15,14.184479166666666
ABUR,2003-12-16,14.110104166666666
ABUR,2003-12-17,14.029375
ABUR,2003-12-18,14.0215625
ABUR,2003-12-19,14.006145833333333
ABUR,2003-12-20,14.1371875
ABUR,2003-12-21,14.238958333333333
ABUR,2003-12-22,14.198437499999999
ABUR,2003-12-23,14.07875
ABUR,2003-12-24,14.211354166666666
ABUR,2003-12-25,14.282916666666667
ABUR,2003-12-26,13.89875
ABUR,2003-12-27,13.015729166666667
ABUR,2003-12-28,13.014270833333335
ABUR,2003-12-29,13.143020833333333
ABUR,2003-12-30,13.088333333333333
ABUR,2003-12-31,13.247604166666667
ABUR,2004-01-01,13.231458333333332
ABUR,2004-01-02,13.299375
ABUR,2004-01-03,13.089583333333334
ABUR,2004-01-04,12.855208333333334
ABUR,2004-01-05,12.925104166666667
ABUR,2004-01-06,12.986666666666668
ABUR,2004-01-07,13.0146875
ABUR,2004-01-08,13.1271875
ABUR,2004-01-09,13.06
ABUR,2004-01-10,13.01375
ABUR,2004-01-11,13.1584375
ABUR,2004-01-12,13.267916666666666
ABUR,2004-01-13,13.25875
ABUR,2004-01-14,13.24875
ABUR,2004-01-15,13.354479166666666
ABUR,2004-01-16,13.555520833333333
ABUR,2004-01-17,13.5059375
ABUR,2004-01-18,13.5096875
ABUR,2004-01-19,13.618958333333333
ABUR,2004-01-20,13.743229166666667
ABUR,2004-01-21,13.725729166666667
ABUR,2004-01-22,13.813333333333333
ABUR,2004-01-23,13.915729166666667
ABUR,2004-01-24,13.926145833333333
ABUR,2004-01-25,13.8996875
ABUR,2004-01-26,13.931770833333333
ABUR,2004-01-27,13.906354166666667
ABUR,2004-01-28,13.748229166666667
ABUR,2004-01-29,13.723437500000001
ABUR,2004-01-30,13.946458333333334
ABUR,2004-01-31,13.49875
ABUR,2004-02-01,13.538229166666667
ABUR,2004-02-02,13.5575
ABUR,2004-02-03,13.349791666666667
ABUR,2004-02-04,12.209791666666666
ABUR,2004-02-05,12.071770833333334
ABUR,2004-02-06,12.296770833333333
ABUR,2004-02-07,12.496354166666666
ABUR,2004-02-08,12.7596875
ABUR,2004-02-09,12.849270833333334
ABUR,2004-02-10,12.808958333333333
ABUR,2004-02-11,12.961145833333333
ABUR,2004-02-12,13.1503125
ABUR,2004-02-13,13.1328125
ABUR,2004-02-14,13.345833333333333
ABUR,2004-02-15,13.436145833333333
ABUR,2004-02-16,13.370625
ABUR,2004-02-17,13.2371875
ABUR,2004-02-18,13.240208333333333
ABUR,2004-02-19,13.11125
ABUR,2004-02-20,13.068958333333333
ABUR,2004-02-21,12.870000000000001
ABUR,2004-02-22,12.798333333333334
ABUR,2004-02-23,13.043541666666666
ABUR,2004-02-24,13.318229166666667
ABUR,2004-02-25,13.2934375
ABUR,2004-02-26,13.2984375
ABUR,2004-02-27,13.141770833333334
ABUR,2004-02-28,12.680833333333334
ABUR,2004-02-29,12.548645833333333
ABUR,2004-03-01,12.807500000000001
ABUR,2004-03-02,12.797291666666666
ABUR,2004-03-03,13.061770833333334
ABUR,2004-03-04,13.170729166666668
ABUR,2004-03-05,13.354375000000001
ABUR,2004-03-06,13.3790625
ABUR,2004-03-07,13.377291666666666
ABUR,2004-03-08,13.346145833333333
ABUR,2004-03-09,13.568125
ABUR,2004-03-10,13.517291666666667
ABUR,2004-03-11,13.320833333333333
ABUR,2004-03-12,14.024375
ABUR,2004-03-13,14.199479166666666
ABUR,2004-03-14,14.135208333333333
ABUR,2004-03-15,13.978020833333334
ABUR,2004-03-16,13.9746875
ABUR,2004-03-17,14.446354166666666
ABUR,2004-03-18,14.574270833333333
ABUR,2004-03-19,14.923229166666667
ABUR,2004-03-20,14.4290625
ABUR,2004-03-21,14.197604166666666
ABUR,2004-03-22,14.455416666666666
ABUR,2004-03-23,14.429375
ABUR,2004-03-24,14.6275
ABUR,2004-03-25,14.575729166666667
ABUR,2004-03-26,12.645416666666666
ABUR,2004-03-27,12.685729166666667
ABUR,2004-03-28,13.980869565217391
ABUR,2004-03-29,13.998958333333333
ABUR,2004-03-30,14.041354166666666
ABUR,2004-03-31,14.340104166666666
ABUR,2004-04-01,14.77
ABUR,2004-04-02,14.28125
ABUR,2004-04-03,14.825833333333334
ABUR,2004-04-04,14.742989130434783
ABUR,2004-04-05,14.653229166666666
ABUR,2004-04-06,14.584583333333333
ABUR,2004-04-07,14.162604166666666
ABUR,2004-04-08,14.64
ABUR,2004-04-09,15.034791666666667
ABUR,2004-04-10,15.651770833333334
ABUR,2004-04-11,15.206354166666667
ABUR,2004-04-12,14.8984375
ABUR,2004-04-13,14.9953125
ABUR,2004-04-14,15.1046875
ABUR,2004-04-15,15.619375
ABUR,2004-04-16,15.186666666666667
ABUR,2004-04-17,13.766354166666666
ABUR,2004-04-18,11.764270833333333
ABUR,2004-04-19,12.301458333333333
ABUR,2004-04-20,12.563333333333333
ABUR,2004-04-21,12.904791666666666
ABUR,2004-04-22,12.4984375
ABUR,2004-04-23,13.313854166666667
ABUR,2004-04-24,13.077708333333334
ABUR,2004-04-25,12.182916666666667
ABUR,2004-04-26,12.360625
ABUR,2004-04-27,12.690833333333334
ABUR,2004-04-28,13.917916666666667
ABUR,2004-04-29,12.63625
ABUR,2004-04-30,12.5278125
ABUR,2004-05-01,13.136041666666667
ABUR,2004-05-02,13.1553125
ABUR,2004-05-03,13.501666666666667
ABUR,2004-05-04,13.812291666666667
ABUR,2004-05-05,13.644270833333334
ABUR,2004-05-06,14.338541666666666
ABUR,2004-05-07,14.314583333333333
ABUR,2004-05-08,14.654583333333333
ABUR,2004-05-09,15.2640625
ABUR,2004-05-10,14.373125
ABUR,2004-05-11,13.758229166666666
ABUR,2004-05-12,13.377708333333334
ABUR,2004-05-13,13.505416666666667
ABUR,2004-05-14,13.5796875
ABUR,2004-05-15,13.439791666666666
ABUR,2004-05-16,13.527291666666667
ABUR,2004-05-17,13.105625
ABUR,2004-05-18,14.3140625
ABUR,2004-05-19,15.617291666666667
ABUR,2004-05-20,15.5740625
ABUR,2004-05-21,14.680833333333334
ABUR,2004-05-22,14.205
ABUR,2004-05-23,13.562395833333333
ABUR,2004-05-24,13.603333333333333
ABUR,2004-05-25,13.520104166666666
ABUR,2004-05-26,13.147291666666666
ABUR,2004-05-27,13.304895833333333
ABUR,2004-05-28,13.270208333333333
ABUR,2004-05-29,13.085104166666667
ABUR,2004-05-30,12.94
ABUR,2004-05-31,12.7075
ABUR,2004-06-01,13.15875
ABUR,2004-06-02,13.606770833333334
ABUR,2004-06-03,13.766458333333333
ABUR,2004-06-04,13.462916666666667
ABUR,2004-06-05,13.794895833333333
ABUR,2004-06-06,14.224166666666667
ABUR,2004-06-07,14.3778125
ABUR,2004-06-08,14.523645833333333
ABUR,2004-06-09,14.005
ABUR,2004-06-10,12.9846875
ABUR,2004-06-11,13.871666666666666
ABUR,2004-06-12,13.818333333333333
ABUR,2004-06-13,14.478541666666667
ABUR,2004-06-14,14.9196875
ABUR,2004-06-15,14.961666666666666
ABUR,2004-06-16,14.856666666666667
ABUR,2004-06-17,15.529270833333333
ABUR,2004-06-18,16.271666666666665
ABUR,2004-06-19,16.72083333333333
ABUR,2004-06-20,17.145208333333333
ABUR,2004-06-21,16.6328125
ABUR,2004-06-22,16.668020833333333
ABUR,2004-06-23,15.9553125
ABUR,2004-06-24,15.304791666666667
ABUR,2004-06-25,16.38625
ABUR,2004-06-26,17.673229166666665
ABUR,2004-06-27,17.544791666666665
ABUR,2004-06-28,16.574270833333333
ABUR,2004-06-29,15.6921875
ABUR,2004-06-30,17.613645833333333
ABUR,2004-07-01,17.574375
ABUR,2004-07-02,17.647708333333334
ABUR,2004-07-03,17.213333333333335
ABUR,2004-07-04,17.008854166666666
ABUR,2004-07-05,15.701354166666667
ABUR,2004-07-06,15.027916666666666
ABUR,2004-07-07,14.279270833333333
ABUR,2004-07-08,14.146979166666666
ABUR,2004-07-09,13.767604166666667
ABUR,2004-07-10,12.972083333333334
ABUR,2004-07-11,13.300625
ABUR,2004-07-12,14.560416666666667
ABUR,2004-07-13,14.359375
ABUR,2004-07-14,13.748125
ABUR,2004-07-15,14.0309375
ABUR,2004-07-16,13.926666666666666
ABUR,2004-07-17,13.6959375
ABUR,2004-07-18,14.0865625
ABUR,2004-07-19,14.491875
ABUR,2004-07-20,14.408020833333333
ABUR,2004-07-21,13.776363636363637
ABUR,2004-07-23,15.1585
ABUR,2004-07-24,15.4809375
ABUR,2004-07-25,14.651979166666667
ABUR,2004-07-26,14.2809375
ABUR,2004-07-27,13.616041666666668
ABUR,2004-07-28,13.786458333333334
ABUR,2004-07-29,13.434270833333333
ABUR,2004-07-30,13.869791666666666
ABUR,2004-07-31,14.1175
ABUR,2004-08-01,14.076979166666666
ABUR,2004-08-02,13.890520833333333
ABUR,2004-08-03,14.033333333333333
ABUR,2004-08-04,14.8003125
ABUR,2004-08-05,15.771145833333334
ABUR,2004-08-06,15.404166666666667
ABUR,2004-08-07,15.570520833333333
ABUR,2004-08-08,15.629583333333333
ABUR,2004-08-09,15.733958333333334
